1,A-Hydrocort (hydrocortisone sodium succinate-injection),Capsule,200,500,t
2,A/T/S (ERYTHROMYCIN BASE-TOPICAL GEL),Capsule,200,500,t
3,"A/T/S (ERYTHROMYCIN-TOPICAL SOLUTION, LOTION)",Capsule,200,500,t
4,abacavir,Capsule,200,500,t
5,ABACAVIR SULFATE/LAMIVUDINE/ZIDOVUDINE-ORAL,Capsule,200,500,t
6,"abacavir, lamivudine, zidovudine",Capsule,200,500,t
7,ABACAVIR-ORAL,Capsule,200,500,t
8,abacavir/lamivudine-oral,Capsule,200,500,t
9,abatacept,Capsule,200,500,t
10,Abbokinase (urokinase-injection),Capsule,200,500,t
11,abciximab-injection,Capsule,200,500,t
12,Abelcet (amphotericin/lipid complex injection),Capsule,200,500,t
13,Abilify (aripiprazole),Capsule,200,500,t
14,Abilify (ARIPIPRAZOLE-ORAL),Capsule,200,500,t
15,Abilify vs Invega,Capsule,200,500,t
16,Abraxane paclitaxel protein bound particles,Capsule,200,500,t
17,Abreva (docosanol-topical),Capsule,200,500,t
18,Absinthium (wormwood (Artemisia absinthium)-oral),Capsule,200,500,t
19,Absorica (ISOTRETINOIN-ORAL),Capsule,200,500,t
20,acamprosate calcium delayed-release tablet,Capsule,200,500,t
21,Acanya (clindamycin and benzoyl peroxide gel),Capsule,200,500,t
22,acarbose,Capsule,200,500,t
23,ACARBOSE-ORAL,Capsule,200,500,t
24,Accolate (zafirlukast),Capsule,200,500,t
25,Accolate (ZAFIRLUKAST ORAL),Capsule,200,500,t
26,AccuNeb (albuterol pediatric-inhalation pre-mixed solution),Capsule,200,500,t
27,AccuNeb (albuterol),Capsule,200,500,t
28,Accupril (quinapril),Capsule,200,500,t
29,Accupril (QUINAPRIL-ORAL),Capsule,200,500,t
30,Accuretic (quinapril hcl/hydrochlorothiazide-oral),Capsule,200,500,t
31,Accutane (isotretinoin),Capsule,200,500,t
32,Accutrim (phenylpropanolamine-oral),Capsule,200,500,t
33,ACE Inhibitors,Capsule,200,500,t
34,ACE INHIBITORS WITH THIAZIDE-ORAL,Capsule,300,500,t
35,acebutolol,Capsule,300,500,t
36,Aceon (perindopril-oral),Capsule,300,500,t
37,Acephen (ACETAMINOPHEN-RECTAL SUPPOSITORY),Capsule,300,500,t
38,acetaminophen,Capsule,300,500,t
39,acetaminophen and tramadol (tramadol and acetaminophen),Capsule,300,500,t
40,Acetaminophen vs Ibuprofen Side Effects,Capsule,300,500,t
41,"Acetaminophen, Butalbital, and Caffeine (narcotic analgesic-apap-caffeine-butalbital-oral)",Capsule,300,500,t
42,acetaminophen-isometheptene-dichloralphenazone,Capsule,300,500,t
43,ACETAMINOPHEN-ORAL,Capsule,300,500,t
44,ACETAMINOPHEN-RECTAL SUPPOSITORY,Capsule,200,500,t
45,acetaminophen/phenyltoloxamine-oral,Capsule,200,500,t
46,Acetasol HC (acetic acid with hydrocortisone-otic),Capsule,200,500,t
47,acetazolamide-oral,Capsule,200,500,t
48,acetic acid with aluminum acetate-otic,Capsule,200,500,t
49,acetic acid with hydrocortisone-otic,Capsule,200,500,t
50,acetic acid-otic,Capsule,200,500,t
51,acetohexamide (chlorpropamide),Capsule,200,500,t
52,acetohydroxamic acid-oral,Capsule,200,500,t
53,acetylcysteine-inhalation/oral,Capsule,200,500,t
54,acetylsalicylic acid,Capsule,200,500,t
55,Acid Reducer (RANITIDINE 75MG-ORAL),Capsule,200,500,t
56,"Acid, Bile Sequestrants (Bile Acid Sequestrants)",Capsule,200,500,t
57,"Acid, Folic (folic acid-oral)",Capsule,200,500,t
58,Acilac (lactulose-oral),Capsule,200,500,t
59,Aciphex (rabeprazole),Capsule,200,500,t
60,Aciphex (RABEPRAZOLE DELAYED RELEASE-ORAL),Capsule,200,500,t
61,acitretin-oral,Capsule,200,500,t
62,Actemra (tocilizumab),Capsule,200,500,t
63,Actigall (ursodiol),Capsule,200,500,t
64,Actigall (URSODIOL-ORAL),Capsule,200,500,t
65,Actimmune (interferon),Capsule,200,500,t
66,Actimmune (INTERFERON GAMMA 1B-INJECTABLE),Capsule,200,500,t
67,Actiq (fentanyl-oral lozenge (cancer pain only)),Capsule,200,500,t
68,Activase (alteplase),Capsule,200,500,t
69,Activella (ESTRADIOL/NORETHINDRONE-ORAL),Capsule,200,500,t
70,Activella (estrogen/progestins-oral),Capsule,200,500,t
71,Actonel (risedronate),Capsule,200,500,t
72,Actonel (RISEDRONATE-ORAL),Capsule,200,500,t
73,Actonel (RISEDRONATE WEEKLY-ORAL),Capsule,200,500,t
74,Actos (pioglitazone),Capsule,200,500,t
75,Actos (PIOGLITAZONE-ORAL),Capsule,200,500,t
76,Acular (ketorolac tromethamine-ophthalmic),Capsule,200,500,t
77,Acular LS (ketorolac tromethamine - ophthalmic),Capsule,300,500,t
78,Acuvail (ketorolac tromethamine-ophthalmic),Capsule,300,500,t
79,acyclovir,Capsule,300,500,t
80,ACYCLOVIR-INJECTION,Capsule,300,500,t
81,ACYCLOVIR-ORAL,Capsule,300,500,t
82,ACYCLOVIR-TOPICAL CREAM,Capsule,300,500,t
83,ACYCLOVIR-TOPICAL OINTMENT,Capsule,300,500,t
84,Adalat (nifedipine),Capsule,300,500,t
85,Adalat CC (nifedipine),Capsule,300,500,t
86,Adalat CC (NIFEDIPINE SUSTAINED ACTION-ORAL),Capsule,300,500,t
87,adalimumab,Capsule,300,500,t
88,ADALIMUMAB-INJECTION,Capsule,300,500,t
89,adapalene,Capsule,200,500,t
90,Adapalene vs. Benzoyl Peroxide,Capsule,200,500,t
91,ADAPALENE-TOPICAL,Capsule,200,500,t
92,Adapin (doxepin),Capsule,200,500,t
93,Adderall (amphetamine and dextroamphetamine),Capsule,200,500,t
94,Adderall (AMPHETAMINE WITH DEXTROAMPHETAMINE-ORAL TABLET),Capsule,200,500,t
95,Adderall XR (amphetamine and dextroamphetamine),Capsule,200,500,t
96,Adderall XR (AMPHETAMINE-DEXTROAMPHETAMINE EXTENDED-RELEASE),Capsule,200,500,t
97,Addyi (flibanserin),Capsule,200,500,t
98,adefovir dipivoxil-oral,Capsule,200,500,t
99,ADHD (vyvanse vs strattera),Capsule,200,500,t
100,ADHD Medications,Capsule,200,500,t
101,ADHD Stimulants (Stimulants for ADHD),Capsule,200,500,t
102,Adipex-P (phentermine),Capsule,200,500,t
103,Adlyxin lixisenatide,Capsule,200,500,t
104,Adoxa (doxycycline),Capsule,200,500,t
105,Adrenalin (epinephrine solution-inhalation),Capsule,200,500,t
106,Adriamycin (doxorubicin-injection),Capsule,200,500,t
107,Adrucil (fluorouracil-injection),Capsule,200,500,t
108,Advair Diskus (fluticasone and salmeterol oral inhaler),Capsule,200,500,t
109,Advair Diskus (SALMETEROL/FLUTICASONE INHALATION DISK-ORAL),Capsule,200,500,t
110,"Advate (antihemophilic factor, recombinant-injection)",Capsule,200,500,t
111,Advicor (niacin and lovastatin),Capsule,200,500,t
112,Advicor (NIACIN EXTENDED-RELEASE/LOVASTATIN-ORAL),Capsule,200,500,t
113,Advil (ibuprofen),Capsule,200,500,t
114,Advil (IBUPROFEN CHEWABLE-ORAL),Capsule,200,500,t
115,Advil (IBUPROFEN-ORAL),Capsule,200,500,t
116,Aerobid (flunisolide nasal spray),Capsule,200,500,t
117,Aerobid (flunisolide-inhalation),Capsule,200,500,t
118,Aerobid HFA (flunisolide nasal spray),Capsule,200,500,t
119,Afeditab (nifedipine),Capsule,300,500,t
120,Afluria (influenza virus vaccine-vial intramuscular),Capsule,300,500,t
121,Afrinol (pseudoephedrine-oral),Capsule,300,500,t
122,Agenerase (amprenavir),Capsule,300,500,t
123,Aggrastat (tirofiban-injectable),Capsule,300,500,t
